batch_group,matrix,pathogen,count_0_1,count_1_10,count_10_100,count_100_1000,count_ge_1000,n_total,n_positive,median_pos
241108_PL3,Gorge,Haemophilus parainfluenzae,6,1,6,16,17,46,40,769.0
241108_PL3,Gorge,Human alphaherpesvirus 1,46,0,0,0,0,46,17,0.1761
241108_PL3,Gorge,Human alphaherpesvirus 2,44,1,1,0,0,46,2,9.725164
241108_PL3,Gorge,Mpox,46,0,0,0,0,46,0,0.0
241108_PL3,Gorge,Mycoplasma genitalium,46,0,0,0,0,46,0,0.0
241108_PL3,Gorge,Mycoplasma hominis,45,0,0,1,0,46,1,139.0
241108_PL3,Gorge,Mycoplasma pneumoniae,46,0,0,0,0,46,0,0.0
241108_PL3,Gorge,Mycoplasma spp,46,0,0,0,0,46,0,0.0
241108_PL3,Gorge,Neisseria gonorrhoeae,36,0,4,6,0,46,10,134.5
241108_PL3,Gorge,Neisseria meningitidis,22,3,2,11,8,46,24,427.0
241108_PL3,Gorge,Neisseria spp,17,2,3,13,11,46,29,411.0
241108_PL3,Gorge,Papillomavirus,45,0,1,0,0,46,2,19.2717395
241108_PL3,Gorge,Shigella spp,46,0,0,0,0,46,0,0.0
241108_PL3,Gorge,Staphylococcus aureus,44,2,0,0,0,46,2,4.1714009999999995
241108_PL3,Gorge,Treponema pallidum,46,0,0,0,0,46,0,0.0
241108_PL3,Gorge,Trichomonas vaginalis,45,1,0,0,0,46,2,1.6844065
241108_PL3,Gorge,Trichophyton spp,46,0,0,0,0,46,2,0.157406
241108_PL3,Gorge,Ureaplasma spp,46,0,0,0,0,46,1,0.90307
241108_PL4,Anal,Campylobacter jejuni,15,14,18,0,0,47,35,10.0
241108_PL4,Anal,Chlamydia spp,47,0,0,0,0,47,0,0.0
241108_PL4,Anal,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
241108_PL4,Anal,Clostridioides difficile,5,5,18,19,0,47,43,62.0
241108_PL4,Anal,Entamoeba histolytica,46,1,0,0,0,47,11,0.392499
241108_PL4,Anal,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
241108_PL4,Anal,Haemophilus influenzae,25,12,7,3,0,47,24,5.0656715
241108_PL4,Anal,Haemophilus parainfluenzae,13,20,11,3,0,47,35,5.98359
241108_PL4,Anal,Human alphaherpesvirus 1,46,0,1,0,0,47,22,0.2116105
241108_PL4,Anal,Human alphaherpesvirus 2,46,0,1,0,0,47,1,12.0
241108_PL4,Anal,Mpox,47,0,0,0,0,47,0,0.0
241108_PL4,Anal,Mycoplasma genitalium,42,2,3,0,0,47,5,32.0
241108_PL4,Anal,Mycoplasma hominis,23,17,4,2,1,47,24,4.579470000000001
241108_PL4,Anal,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
241108_PL4,Anal,Mycoplasma spp,42,2,3,0,0,47,5,32.0
241108_PL4,Anal,Neisseria gonorrhoeae,41,2,3,1,0,47,6,40.5
241108_PL4,Anal,Neisseria meningitidis,35,8,1,3,0,47,15,2.317469
241108_PL4,Anal,Neisseria spp,31,11,1,4,0,47,18,2.2378845
241108_PL4,Anal,Papillomavirus,17,15,11,4,0,47,33,6.889091
241108_PL4,Anal,Shigella spp,39,4,4,0,0,47,9,8.621364
241108_PL4,Anal,Staphylococcus aureus,7,17,22,1,0,47,43,11.0
241108_PL4,Anal,Treponema pallidum,46,1,0,0,0,47,2,1.0782794999999998
241108_PL4,Anal,Trichomonas vaginalis,13,20,13,1,0,47,41,6.788951
241108_PL4,Anal,Trichophyton spp,47,0,0,0,0,47,4,0.22949150000000001
241108_PL4,Anal,Ureaplasma spp,34,4,8,1,0,47,13,19.0
241108_PL4,Gorge,Campylobacter jejuni,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Chlamydia spp,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Clostridioides difficile,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Entamoeba histolytica,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Haemophilus influenzae,23,1,6,14,3,47,24,308.5
241108_PL4,Gorge,Haemophilus parainfluenzae,5,0,2,23,17,47,42,750.5
241108_PL4,Gorge,Human alphaherpesvirus 1,47,0,0,0,0,47,21,0.18295
241108_PL4,Gorge,Human alphaherpesvirus 2,47,0,0,0,0,47,1,0.18295
241108_PL4,Gorge,Mpox,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Mycoplasma genitalium,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Mycoplasma hominis,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Mycoplasma spp,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Neisseria gonorrhoeae,29,1,5,11,1,47,18,157.5
241108_PL4,Gorge,Neisseria meningitidis,10,1,5,22,9,47,37,412.0
241108_PL4,Gorge,Neisseria spp,9,1,2,21,14,47,38,690.0
241108_PL4,Gorge,Papillomavirus,47,0,0,0,0,47,1,0.248473
241108_PL4,Gorge,Shigella spp,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Staphylococcus aureus,45,1,1,0,0,47,2,19.0748925
241108_PL4,Gorge,Treponema pallidum,47,0,0,0,0,47,0,0.0
241108_PL4,Gorge,Trichomonas vaginalis,47,0,0,0,0,47,6,0.1748895
241108_PL4,Gorge,Trichophyton spp,47,0,0,0,0,47,2,0.1420075
241108_PL4,Gorge,Ureaplasma spp,46,0,1,0,0,47,1,20.802601
241108_PL5,Urine,Campylobacter jejuni,93,1,0,0,0,94,1,1.356421
241108_PL5,Urine,Chlamydia spp,94,0,0,0,0,94,0,0.0
241108_PL5,Urine,Chlamydia trachomatis,94,0,0,0,0,94,0,0.0
241108_PL5,Urine,Clostridioides difficile,89,3,2,0,0,94,6,5.7915645
241108_PL5,Urine,Entamoeba histolytica,94,0,0,0,0,94,0,0.0
241108_PL5,Urine,Haemophilus ducreyi,94,0,0,0,0,94,0,0.0
241108_PL5,Urine,Haemophilus influenzae,79,6,7,2,0,94,16,33.5
241108_PL5,Urine,Haemophilus parainfluenzae,74,2,13,4,1,94,20,32.5
241108_PL5,Urine,Human alphaherpesvirus 1,93,1,0,0,0,94,18,0.1293335
241108_PL5,Urine,Human alphaherpesvirus 2,94,0,0,0,0,94,0,0.0
241108_PL5,Urine,Mpox,94,0,0,0,0,94,0,0.0
241108_PL5,Urine,Mycoplasma genitalium,92,2,0,0,0,94,2,1.8458655
241108_PL5,Urine,Mycoplasma hominis,92,1,1,0,0,94,2,19.6014395
241108_PL5,Urine,Mycoplasma pneumoniae,94,0,0,0,0,94,0,0.0
241108_PL5,Urine,Mycoplasma spp,92,2,0,0,0,94,2,1.8458655
241108_PL5,Urine,Neisseria gonorrhoeae,94,0,0,0,0,94,0,0.0
241108_PL5,Urine,Neisseria meningitidis,94,0,0,0,0,94,0,0.0
241108_PL5,Urine,Neisseria spp,92,1,1,0,0,94,4,1.1898495
241108_PL5,Urine,Papillomavirus,93,0,1,0,0,94,8,0.2898545
241108_PL5,Urine,Shigella spp,91,0,2,0,1,94,3,59.0
241108_PL5,Urine,Staphylococcus aureus,87,6,1,0,0,94,8,4.51325
241108_PL5,Urine,Treponema pallidum,93,0,1,0,0,94,1,16.0
241108_PL5,Urine,Trichomonas vaginalis,80,10,4,0,0,94,28,1.021911
241108_PL5,Urine,Trichophyton spp,94,0,0,0,0,94,0,0.0
241108_PL5,Urine,Ureaplasma spp,86,1,6,1,0,94,8,48.0
241108_PL6,Urine,Campylobacter jejuni,93,1,0,0,0,94,1,2.009365
241108_PL6,Urine,Chlamydia spp,93,1,0,0,0,94,1,7.304549
241108_PL6,Urine,Chlamydia trachomatis,93,1,0,0,0,94,1,7.304549
241108_PL6,Urine,Clostridioides difficile,89,2,3,0,0,94,5,29.0
241108_PL6,Urine,Entamoeba histolytica,94,0,0,0,0,94,0,0.0
241108_PL6,Urine,Haemophilus ducreyi,94,0,0,0,0,94,0,0.0
241108_PL6,Urine,Haemophilus influenzae,86,2,5,1,0,94,8,54.0
241108_PL6,Urine,Haemophilus parainfluenzae,83,2,6,3,0,94,11,53.0
241108_PL6,Urine,Human alphaherpesvirus 1,91,3,0,0,0,94,39,0.206269
241108_PL6,Urine,Human alphaherpesvirus 2,94,0,0,0,0,94,0,0.0
241108_PL6,Urine,Mpox,94,0,0,0,0,94,0,0.0
241108_PL6,Urine,Mycoplasma genitalium,94,0,0,0,0,94,0,0.0
241108_PL6,Urine,Mycoplasma hominis,92,1,1,0,0,94,2,43.7578545
241108_PL6,Urine,Mycoplasma pneumoniae,94,0,0,0,0,94,0,0.0
241108_PL6,Urine,Mycoplasma spp,94,0,0,0,0,94,0,0.0
241108_PL6,Urine,Neisseria gonorrhoeae,92,1,0,1,0,94,2,209.8099275
241108_PL6,Urine,Neisseria meningitidis,91,1,2,0,0,94,3,15.0
241108_PL6,Urine,Neisseria spp,91,0,2,1,0,94,3,62.165177
241108_PL6,Urine,Papillomavirus,89,5,0,0,0,94,20,0.4126495
241108_PL6,Urine,Shigella spp,94,0,0,0,0,94,0,0.0
241108_PL6,Urine,Staphylococcus aureus,86,1,5,2,0,94,8,46.5
241108_PL6,Urine,Treponema pallidum,94,0,0,0,0,94,0,0.0
241108_PL6,Urine,Trichomonas vaginalis,77,14,3,0,0,94,30,1.2032045
241108_PL6,Urine,Trichophyton spp,94,0,0,0,0,94,5,0.182354
241108_PL6,Urine,Ureaplasma spp,89,0,4,1,0,94,5,29.719259
241108_PL7,Urine,Campylobacter jejuni,94,0,0,0,0,94,0,0.0
241108_PL7,Urine,Chlamydia spp,94,0,0,0,0,94,0,0.0
241108_PL7,Urine,Chlamydia trachomatis,94,0,0,0,0,94,0,0.0
241108_PL7,Urine,Clostridioides difficile,90,0,4,0,0,94,4,25.0
241108_PL7,Urine,Entamoeba histolytica,94,0,0,0,0,94,2,0.27158550000000004
241108_PL7,Urine,Haemophilus ducreyi,94,0,0,0,0,94,0,0.0
241108_PL7,Urine,Haemophilus influenzae,73,9,12,0,0,94,21,10.0
241108_PL7,Urine,Haemophilus parainfluenzae,80,2,7,5,0,94,15,48.0
241108_PL7,Urine,Human alphaherpesvirus 1,94,0,0,0,0,94,20,0.12788
241108_PL7,Urine,Human alphaherpesvirus 2,94,0,0,0,0,94,0,0.0
241108_PL7,Urine,Mpox,94,0,0,0,0,94,0,0.0
241108_PL7,Urine,Mycoplasma genitalium,91,1,2,0,0,94,4,20.357019
241108_PL7,Urine,Mycoplasma hominis,90,2,2,0,0,94,4,12.412888500000001
241108_PL7,Urine,Mycoplasma pneumoniae,94,0,0,0,0,94,0,0.0
241108_PL7,Urine,Mycoplasma spp,91,1,2,0,0,94,4,20.357019
241108_PL7,Urine,Neisseria gonorrhoeae,94,0,0,0,0,94,0,0.0
241108_PL7,Urine,Neisseria meningitidis,92,0,2,0,0,94,2,34.0
241108_PL7,Urine,Neisseria spp,91,1,1,1,0,94,3,45.0
241108_PL7,Urine,Papillomavirus,94,0,0,0,0,94,7,0.209364
241108_PL7,Urine,Shigella spp,93,1,0,0,0,94,1,3.900734
241108_PL7,Urine,Staphylococcus aureus,86,1,5,2,0,94,8,31.0
241108_PL7,Urine,Treponema pallidum,94,0,0,0,0,94,0,0.0
241108_PL7,Urine,Trichomonas vaginalis,79,9,6,0,0,94,31,0.915793
241108_PL7,Urine,Trichophyton spp,94,0,0,0,0,94,1,0.081205
241108_PL7,Urine,Ureaplasma spp,89,1,4,0,0,94,6,19.5
241108_PL8,Urine,Campylobacter jejuni,94,0,0,0,0,94,0,0.0
241108_PL8,Urine,Chlamydia spp,93,1,0,0,0,94,1,1.328242
241108_PL8,Urine,Chlamydia trachomatis,93,1,0,0,0,94,1,1.328242
241108_PL8,Urine,Clostridioides difficile,91,1,2,0,0,94,3,19.0
241108_PL8,Urine,Entamoeba histolytica,94,0,0,0,0,94,0,0.0
241108_PL8,Urine,Haemophilus ducreyi,94,0,0,0,0,94,0,0.0
241108_PL8,Urine,Haemophilus influenzae,85,3,4,2,0,94,9,39.0
241108_PL8,Urine,Haemophilus parainfluenzae,81,1,5,6,1,94,13,102.0
241108_PL8,Urine,Human alphaherpesvirus 1,94,0,0,0,0,94,29,0.177392
241108_PL8,Urine,Human alphaherpesvirus 2,94,0,0,0,0,94,0,0.0
241108_PL8,Urine,Mpox,94,0,0,0,0,94,0,0.0
241108_PL8,Urine,Mycoplasma genitalium,94,0,0,0,0,94,0,0.0
241108_PL8,Urine,Mycoplasma hominis,93,0,1,0,0,94,1,93.0
241108_PL8,Urine,Mycoplasma pneumoniae,94,0,0,0,0,94,0,0.0
241108_PL8,Urine,Mycoplasma spp,94,0,0,0,0,94,0,0.0
241108_PL8,Urine,Neisseria gonorrhoeae,94,0,0,0,0,94,0,0.0
241108_PL8,Urine,Neisseria meningitidis,93,1,0,0,0,94,1,7.304836
241108_PL8,Urine,Neisseria spp,92,1,1,0,0,94,2,11.652418
241108_PL8,Urine,Papillomavirus,90,4,0,0,0,94,14,0.2885715
241108_PL8,Urine,Shigella spp,93,1,0,0,0,94,1,7.477064
241108_PL8,Urine,Staphylococcus aureus,87,4,3,0,0,94,7,9.3567
241108_PL8,Urine,Treponema pallidum,94,0,0,0,0,94,0,0.0
241108_PL8,Urine,Trichomonas vaginalis,81,8,3,2,0,94,37,0.559469
241108_PL8,Urine,Trichophyton spp,94,0,0,0,0,94,2,0.18965100000000001
241108_PL8,Urine,Ureaplasma spp,88,0,1,5,0,94,6,238.0
250207_PL1,Anal,Campylobacter jejuni,16,9,22,0,0,47,33,14.0
250207_PL1,Anal,Chlamydia spp,46,0,1,0,0,47,1,91.0
250207_PL1,Anal,Chlamydia trachomatis,46,0,1,0,0,47,1,91.0
250207_PL1,Anal,Clostridioides difficile,4,2,14,27,0,47,43,135.0
250207_PL1,Anal,Entamoeba histolytica,44,3,0,0,0,47,16,0.352572
250207_PL1,Anal,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
250207_PL1,Anal,Haemophilus influenzae,31,8,4,3,1,47,18,6.389824
250207_PL1,Anal,Haemophilus parainfluenzae,18,11,10,5,3,47,30,11.5
250207_PL1,Anal,Human alphaherpesvirus 1,44,2,0,1,0,47,23,0.327091
250207_PL1,Anal,Human alphaherpesvirus 2,47,0,0,0,0,47,1,0.121422
250207_PL1,Anal,Mpox,47,0,0,0,0,47,0,0.0
250207_PL1,Anal,Mycoplasma genitalium,47,0,0,0,0,47,0,0.0
250207_PL1,Anal,Mycoplasma hominis,28,7,9,3,0,47,20,24.0
250207_PL1,Anal,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
250207_PL1,Anal,Mycoplasma spp,46,1,0,0,0,47,1,1.854311
250207_PL1,Anal,Neisseria gonorrhoeae,46,0,1,0,0,47,1,14.0
250207_PL1,Anal,Neisseria meningitidis,42,5,0,0,0,47,5,3.942883
250207_PL1,Anal,Neisseria spp,40,4,3,0,0,47,7,3.056389
250207_PL1,Anal,Papillomavirus,17,9,15,6,0,47,39,11.983615
250207_PL1,Anal,Shigella spp,28,4,9,6,0,47,22,25.527219000000002
250207_PL1,Anal,Staphylococcus aureus,10,13,20,4,0,47,37,19.0
250207_PL1,Anal,Treponema pallidum,47,0,0,0,0,47,0,0.0
250207_PL1,Anal,Trichomonas vaginalis,12,20,13,2,0,47,44,3.9026950000000005
250207_PL1,Anal,Trichophyton spp,47,0,0,0,0,47,5,0.311183
250207_PL1,Anal,Ureaplasma spp,41,3,2,1,0,47,6,10.802992
250207_PL1,Gorge,Campylobacter jejuni,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Chlamydia spp,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Chlamydia trachomatis,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Clostridioides difficile,45,1,0,0,0,46,1,6.848674
250207_PL1,Gorge,Entamoeba histolytica,46,0,0,0,0,46,4,0.0732305
250207_PL1,Gorge,Haemophilus ducreyi,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Haemophilus influenzae,26,0,4,15,1,46,20,141.0
250207_PL1,Gorge,Haemophilus parainfluenzae,4,0,7,15,20,46,42,799.0
250207_PL1,Gorge,Human alphaherpesvirus 1,45,1,0,0,0,46,14,0.189224
250207_PL1,Gorge,Human alphaherpesvirus 2,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Mpox,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Mycoplasma genitalium,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Mycoplasma hominis,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Mycoplasma pneumoniae,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Mycoplasma spp,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Neisseria gonorrhoeae,27,0,9,10,0,46,19,103.0
250207_PL1,Gorge,Neisseria meningitidis,14,1,5,19,7,46,32,413.0
250207_PL1,Gorge,Neisseria spp,12,0,3,17,14,46,34,869.5
250207_PL1,Gorge,Papillomavirus,46,0,0,0,0,46,2,0.196488
250207_PL1,Gorge,Shigella spp,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Staphylococcus aureus,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Treponema pallidum,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Trichomonas vaginalis,46,0,0,0,0,46,6,0.1362905
250207_PL1,Gorge,Trichophyton spp,46,0,0,0,0,46,0,0.0
250207_PL1,Gorge,Ureaplasma spp,45,0,1,0,0,46,1,11.0
250207_PL2,Anal,Campylobacter jejuni,14,15,17,1,0,47,35,10.0
250207_PL2,Anal,Chlamydia spp,47,0,0,0,0,47,0,0.0
250207_PL2,Anal,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
250207_PL2,Anal,Clostridioides difficile,2,3,19,23,0,47,45,105.0
250207_PL2,Anal,Entamoeba histolytica,44,3,0,0,0,47,19,0.233437
250207_PL2,Anal,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
250207_PL2,Anal,Haemophilus influenzae,21,9,15,2,0,47,30,11.5
250207_PL2,Anal,Haemophilus parainfluenzae,13,10,17,6,1,47,37,17.0
250207_PL2,Anal,Human alphaherpesvirus 1,45,1,1,0,0,47,30,0.296541
250207_PL2,Anal,Human alphaherpesvirus 2,46,0,1,0,0,47,1,35.0
250207_PL2,Anal,Mpox,47,0,0,0,0,47,0,0.0
250207_PL2,Anal,Mycoplasma genitalium,47,0,0,0,0,47,0,0.0
250207_PL2,Anal,Mycoplasma hominis,28,11,5,2,1,47,21,6.1257
250207_PL2,Anal,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
250207_PL2,Anal,Mycoplasma spp,47,0,0,0,0,47,1,0.470257
250207_PL2,Anal,Neisseria gonorrhoeae,44,2,1,0,0,47,4,4.0603855
250207_PL2,Anal,Neisseria meningitidis,41,4,1,1,0,47,10,2.177332
250207_PL2,Anal,Neisseria spp,36,8,2,1,0,47,13,3.828966
250207_PL2,Anal,Papillomavirus,14,17,15,1,0,47,38,4.059936
250207_PL2,Anal,Shigella spp,33,5,7,2,0,47,15,16.3666
250207_PL2,Anal,Staphylococcus aureus,7,13,22,5,0,47,42,15.5
250207_PL2,Anal,Treponema pallidum,47,0,0,0,0,47,0,0.0
250207_PL2,Anal,Trichomonas vaginalis,10,18,17,2,0,47,46,5.870028
250207_PL2,Anal,Trichophyton spp,47,0,0,0,0,47,9,0.125209
250207_PL2,Anal,Ureaplasma spp,38,3,4,2,0,47,9,19.348469
250207_PL2,Gorge,Campylobacter jejuni,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Chlamydia spp,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Clostridioides difficile,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Entamoeba histolytica,47,0,0,0,0,47,2,0.1287435
250207_PL2,Gorge,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Haemophilus influenzae,27,0,7,12,1,47,20,149.5
250207_PL2,Gorge,Haemophilus parainfluenzae,3,0,3,28,13,47,44,405.0
250207_PL2,Gorge,Human alphaherpesvirus 1,47,0,0,0,0,47,24,0.1459635
250207_PL2,Gorge,Human alphaherpesvirus 2,46,0,1,0,0,47,2,8.6186155
250207_PL2,Gorge,Mpox,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Mycoplasma genitalium,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Mycoplasma hominis,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Mycoplasma spp,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Neisseria gonorrhoeae,33,0,6,7,1,47,14,199.5
250207_PL2,Gorge,Neisseria meningitidis,15,1,7,15,9,47,32,301.5
250207_PL2,Gorge,Neisseria spp,15,0,4,14,14,47,32,699.0
250207_PL2,Gorge,Papillomavirus,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Shigella spp,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Staphylococcus aureus,46,0,1,0,0,47,1,22.0
250207_PL2,Gorge,Treponema pallidum,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Trichomonas vaginalis,47,0,0,0,0,47,7,0.148235
250207_PL2,Gorge,Trichophyton spp,47,0,0,0,0,47,0,0.0
250207_PL2,Gorge,Ureaplasma spp,47,0,0,0,0,47,0,0.0
250207_PL3,Anal,Campylobacter jejuni,4,21,21,1,0,47,44,9.715286500000001
250207_PL3,Anal,Chlamydia spp,46,0,1,0,0,47,1,15.0
250207_PL3,Anal,Chlamydia trachomatis,46,0,1,0,0,47,1,15.0
250207_PL3,Anal,Clostridioides difficile,1,3,16,26,1,47,46,150.0
250207_PL3,Anal,Entamoeba histolytica,45,2,0,0,0,47,19,0.171833
250207_PL3,Anal,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
250207_PL3,Anal,Haemophilus influenzae,23,11,12,1,0,47,25,10.0
250207_PL3,Anal,Haemophilus parainfluenzae,7,15,18,7,0,47,40,16.0
250207_PL3,Anal,Human alphaherpesvirus 1,46,1,0,0,0,47,22,0.45911650000000004
250207_PL3,Anal,Human alphaherpesvirus 2,47,0,0,0,0,47,0,0.0
250207_PL3,Anal,Mpox,47,0,0,0,0,47,0,0.0
250207_PL3,Anal,Mycoplasma genitalium,46,0,1,0,0,47,2,7.0958605
250207_PL3,Anal,Mycoplasma hominis,27,10,9,1,0,47,21,7.838839
250207_PL3,Anal,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
250207_PL3,Anal,Mycoplasma spp,46,0,1,0,0,47,3,0.922965
250207_PL3,Anal,Neisseria gonorrhoeae,46,1,0,0,0,47,1,2.039043
250207_PL3,Anal,Neisseria meningitidis,42,5,0,0,0,47,6,3.8184649999999998
250207_PL3,Anal,Neisseria spp,40,6,1,0,0,47,8,3.1065185
250207_PL3,Anal,Papillomavirus,21,14,10,2,0,47,33,4.210477
250207_PL3,Anal,Shigella spp,35,7,5,0,0,47,12,6.936894000000001
250207_PL3,Anal,Staphylococcus aureus,2,17,25,3,0,47,47,13.0
250207_PL3,Anal,Treponema pallidum,47,0,0,0,0,47,0,0.0
250207_PL3,Anal,Trichomonas vaginalis,10,23,12,2,0,47,45,4.382556
250207_PL3,Anal,Trichophyton spp,47,0,0,0,0,47,4,0.12224850000000001
250207_PL3,Anal,Ureaplasma spp,36,5,5,1,0,47,11,11.851936
250207_PL3,Gorge,Campylobacter jejuni,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Chlamydia spp,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Clostridioides difficile,46,1,0,0,0,47,1,4.21849
250207_PL3,Gorge,Entamoeba histolytica,47,0,0,0,0,47,1,0.101798
250207_PL3,Gorge,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Haemophilus influenzae,26,1,6,14,0,47,21,180.0
250207_PL3,Gorge,Haemophilus parainfluenzae,2,1,6,27,11,47,45,466.0
250207_PL3,Gorge,Human alphaherpesvirus 1,47,0,0,0,0,47,17,0.120443
250207_PL3,Gorge,Human alphaherpesvirus 2,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Mpox,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Mycoplasma genitalium,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Mycoplasma hominis,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Mycoplasma spp,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Neisseria gonorrhoeae,28,0,6,12,1,47,19,233.0
250207_PL3,Gorge,Neisseria meningitidis,12,0,9,17,9,47,35,231.0
250207_PL3,Gorge,Neisseria spp,10,0,7,16,14,47,37,390.0
250207_PL3,Gorge,Papillomavirus,46,1,0,0,0,47,2,0.6536305
250207_PL3,Gorge,Shigella spp,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Staphylococcus aureus,45,1,0,1,0,47,2,100.545195
250207_PL3,Gorge,Treponema pallidum,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Trichomonas vaginalis,47,0,0,0,0,47,7,0.148576
250207_PL3,Gorge,Trichophyton spp,47,0,0,0,0,47,0,0.0
250207_PL3,Gorge,Ureaplasma spp,47,0,0,0,0,47,0,0.0
250207_PL4,Anal,Campylobacter jejuni,10,13,23,1,0,47,38,15.0
250207_PL4,Anal,Chlamydia spp,47,0,0,0,0,47,1,0.184853
250207_PL4,Anal,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
250207_PL4,Anal,Clostridioides difficile,1,4,11,30,1,47,47,136.0
250207_PL4,Anal,Entamoeba histolytica,44,3,0,0,0,47,15,0.297783
250207_PL4,Anal,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
250207_PL4,Anal,Haemophilus influenzae,35,5,5,2,0,47,16,5.839016
250207_PL4,Anal,Haemophilus parainfluenzae,10,11,23,2,1,47,39,18.0
250207_PL4,Anal,Human alphaherpesvirus 1,46,1,0,0,0,47,22,0.3188705
250207_PL4,Anal,Human alphaherpesvirus 2,47,0,0,0,0,47,0,0.0
250207_PL4,Anal,Mpox,47,0,0,0,0,47,0,0.0
250207_PL4,Anal,Mycoplasma genitalium,45,1,1,0,0,47,2,6.736723
250207_PL4,Anal,Mycoplasma hominis,24,14,8,1,0,47,26,6.225766
250207_PL4,Anal,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
250207_PL4,Anal,Mycoplasma spp,44,2,1,0,0,47,4,1.8413855
250207_PL4,Anal,Neisseria gonorrhoeae,47,0,0,0,0,47,0,0.0
250207_PL4,Anal,Neisseria meningitidis,44,3,0,0,0,47,4,1.3324165
250207_PL4,Anal,Neisseria spp,43,4,0,0,0,47,5,1.520204
250207_PL4,Anal,Papillomavirus,21,9,13,4,0,47,30,18.773564
250207_PL4,Anal,Shigella spp,33,6,7,1,0,47,14,21.925965500000004
250207_PL4,Anal,Staphylococcus aureus,6,12,25,4,0,47,42,21.5
250207_PL4,Anal,Treponema pallidum,47,0,0,0,0,47,0,0.0
250207_PL4,Anal,Trichomonas vaginalis,13,15,15,4,0,47,47,5.754768
250207_PL4,Anal,Trichophyton spp,46,1,0,0,0,47,4,0.149516
